COD_MUNICIPIO;MUNICIPIO;UG;;
43129;Riudoms;99019;;
43130;Rocafort de Queralt;99021;;
43131;Roda de Barà;99018;;
43132;Rodonyà;99020;;
43134;Rourell, El;99020;;
43135;Salomó;99018;;
43137;Sant Jaume dels Domenys;43137;;
43139;Santa Coloma de Queralt;99021;;
43140;Santa Oliva;99022;;
43141;Pontils;99021;;
43142;Sarral;99021;;
43143;Savallà del Comtat;99021;;
43144;Secuita, La;99018;;
43145;Selva del Camp, La;99019;;
43146;Senan;99021;;
43147;Solivella;99021;;
43148;Tarragona;43148;;
43150;Tivissa;99025;;
43151;Torre de Fontaubella, La;99025;;
43152;Torre de l`Espanyol, La;99025;;
43153;Torredembarra;43153;;
43154;Torroja del Priorat;99025;;
43155;Tortosa;99528;;
43157;Ulldemolins;99025;;
43158;Vallclara;99021;;
43159;Vallfogona de Riucorb;99021;;
43160;Vallmoll;99019;;
43161;Valls;43161;;
43162;Vandellòs i l`Hospitalet de l`Infant;99019;;
43163;Vendrell, El;99022;;
43164;Vespella de Gaià;99018;;
43165;Vilabella;99020;;
43166;Vilallonga del Camp;99018;;
43167;Vilanova d`Escornalbou;99019;;
43168;Vilanova de Prades;99021;;
43169;Vilaplana;99019;;
43170;Vila-rodona;99019;;
43171;Vila-seca;43171;;
43172;Vilaverd;99021;;
43173;Vilella Alta, La;99025;;
43174;Vilella Baixa, La;99025;;
43175;Vilalba dels Arcs;99025;;
43176;Vimbodí i Poblet;99021;;
43177;Vinebre;99025;;
43178;Vinyols i els Arcs;99019;;
43901;Deltebre;43901;;
43905;Salou;43905;;
43907;Canonja, La;43907;;
44001;Ababuj;99522;;
44002;Abejuela;99504;;
44003;Aguatón;99522;;
44004;Aguaviva;99505;;
44005;Aguilar del Alfambra;99522;;
44006;Alacón;99503;;
44007;Alba;99522;;
44008;Albalate del Arzobispo;99491;;
44009;Albarracín;99508;;
44010;Albentosa;99504;;
44011;Alcaine;99502;;
44012;Alcalá de la Selva;99504;;
44013;Alcañiz;44013;;
44014;Alcorisa;99505;;
44016;Alfambra;99522;;
44017;Aliaga;99502;;
44018;Almohaja;99522;;
44019;Alobras;99522;;
44020;Alpeñés;99522;;
44021;Allepuz;99506;;
44022;Alloza;99503;;
44023;Allueva;99525;;
44024;Anadón;99502;;
44025;Andorra;44025;;
44026;Arcos de las Salinas;99504;;
44027;Arens de Lledó;99507;;
44028;Argente;99522;;
44029;Ariño;99503;;
44031;Azaila;99491;;
44032;Bádenas;99525;;
44033;Báguena;99525;;
44034;Bañón;99525;;
44035;Barrachina;99525;;
44036;Bea;99525;;
44037;Beceite;99507;;
44038;Belmonte de San José;99505;;
44039;Bello;99525;;
44040;Berge;99505;;
44041;Bezas;99508;;
44042;Blancas;99525;;
44043;Blesa;99502;;
44044;Bordón;99506;;
44045;Bronchales;99508;;
44046;Bueña;99525;;
44047;Burbáguena;99525;;
44048;Cabra de Mora;99504;;
44049;Calaceite;99507;;
44050;Calamocha;99525;;
44051;Calanda;99505;;
44052;Calomarde;99508;;
44053;Camañas;99522;;
44054;Camarena de la Sierra;99504;;
44055;Camarillas;99522;;
44056;Caminreal;99525;;
44059;Cantavieja;99506;;
44060;Cañada de Benatanduz;99506;;
44061;Cañada de Verich, La;99505;;
44062;Cañada Vellida;99522;;
44063;Cañizar del Olivar;99502;;
44064;Cascante del Río;99522;;
44065;Castejón de Tornos;99525;;
44066;Castel de Cabra;99502;;
44067;Castelnou;99491;;
44068;Castelserás;99505;;
44070;Castellar, El;99504;;
44071;Castellote;99506;;
44074;Cedrillas;99522;;
44075;Celadas;99522;;
44076;Cella;99522;;
44077;Cerollera, La;99505;;
44080;Codoñera, La;99505;;
44082;Corbalán;99522;;
44084;Cortes de Aragón;99502;;
44085;Cosa;99525;;
44086;Cretas;99507;;
44087;Crivillén;99503;;
44088;Cuba, La;99506;;
44089;Cubla;99522;;
44090;Cucalón;99525;;
44092;Cuervo, El;99522;;
44093;Cuevas de Almudén;99502;;
44094;Cuevas Labradas;99522;;
44096;Ejulve;99503;;
44097;Escorihuela;99522;;
44099;Escucha;99502;;
44100;Estercuel;99503;;
44101;Ferreruela de Huerva;99525;;
44102;Fonfría;99525;;
44103;Formiche Alto;99504;;
44105;Fórnoles;99507;;
44106;Fortanete;99506;;
44107;Foz-Calanda;99505;;
44108;Fresneda, La;99507;;
44109;Frías de Albarracín;99508;;
44110;Fuenferrada;99502;;
44111;Fuentes Calientes;99522;;
44112;Fuentes Claras;99525;;
44113;Fuentes de Rubielos;99504;;
44114;Fuentespalda;99507;;
44115;Galve;99522;;
44116;Gargallo;99503;;
44117;Gea de Albarracín;99508;;
44118;Ginebrosa, La;99505;;
44119;Griegos;99508;;
44120;Guadalaviar;99508;;
44121;Gúdar;99504;;
44122;Híjar;99491;;
44123;Hinojosa de Jarque;99502;;
44124;Hoz de la Vieja, La;99502;;
44125;Huesa del Común;99502;;
44126;Iglesuela del Cid, La;99506;;
44127;Jabaloyas;99508;;
44128;Jarque de la Val;99502;;
44129;Jatiel;99491;;
44130;Jorcas;99522;;
44131;Josa;99502;;
44132;Lagueruela;99525;;
44133;Lanzuela;99525;;
44135;Libros;99522;;
44136;Lidón;99522;;
44137;Linares de Mora;99504;;
44138;Loscos;99525;;
44141;Lledó;99507;;
44142;Maicas;99502;;
44143;Manzanera;99504;;
44144;Martín del Río;99502;;
44145;Mas de las Matas;99505;;
44146;Mata de los Olmos, La;99505;;
44147;Mazaleón;99507;;
44148;Mezquita de Jarque;99502;;
44149;Mirambel;99506;;
44150;Miravete de la Sierra;99506;;
44151;Molinos;99506;;
44152;Monforte de Moyuela;99525;;
44153;Monreal del Campo;99525;;
44154;Monroyo;99507;;
44155;Montalbán;99502;;
44156;Monteagudo del Castillo;99522;;
44157;Monterde de Albarracín;99508;;
44158;Mora de Rubielos;99504;;
44159;Moscardón;99508;;
44160;Mosqueruela;99504;;
44161;Muniesa;99502;;
44163;Noguera de Albarracín;99508;;
44164;Nogueras;99525;;
44165;Nogueruelas;99504;;
44167;Obón;99502;;
44168;Odón;99525;;
44169;Ojos Negros;99525;;
44171;Olba;99504;;
44172;Oliete;99503;;
44173;Olmos, Los;99505;;
44174;Orihuela del Tremedal;99508;;
44175;Orrios;99522;;
44176;Palomar de Arroyos;99502;;
44177;Pancrudo;99522;;
44178;Parras de Castellote, Las;99505;;
44179;Peñarroya de Tastavins;99507;;
44180;Peracense;99525;;
44181;Peralejos;99522;;
44182;Perales del Alfambra;99522;;
44183;Pitarque;99506;;
44184;Plou;99502;;
44185;Pobo, El;99522;;
44187;Portellada, La;99507;;
44189;Pozondón;99508;;
44190;Pozuel del Campo;99525;;
44191;Puebla de Híjar, La;99491;;
44192;Puebla de Valverde, La;99504;;
44193;Puertomingalvo;99504;;
44194;Ráfales;99507;;
44195;Rillo;99522;;
44196;Riodeva;99522;;
44197;Ródenas;99508;;
44198;Royuela;99508;;
44199;Rubiales;99508;;
44200;Rubielos de la Cérida;99525;;
44201;Rubielos de Mora;99504;;
44203;Salcedillo;99502;;
44204;Saldón;99508;;
44205;Samper de Calanda;99491;;
44206;San Agustín;99504;;
44207;San Martín del Río;99525;;
44208;Santa Cruz de Nogueras;99525;;
44209;Santa Eulalia;99522;;
44210;Sarrión;99504;;
44211;Segura de los Baños;99502;;
44212;Seno;99505;;
44213;Singra;99525;;
44215;Terriente;99508;;
44216;Teruel;44216;;
44217;Toril y Masegoso;99508;;
44218;Tormón;99522;;
44219;Tornos;99525;;
44220;Torralba de los Sisones;99525;;
44221;Torrecilla de Alcañiz;99505;;
44222;Torrecilla del Rebollar;99525;;
44223;Torre de Arcas;99507;;
44224;Torre de las Arcas;99502;;
44225;Torre del Compte;99507;;
44226;Torrelacárcel;99522;;
44227;Torre los Negros;99525;;
44228;Torremocha de Jiloca;99522;;
44229;Torres de Albarracín;99508;;
44230;Torrevelilla;99505;;
44231;Torrijas;99504;;
44232;Torrijo del Campo;99525;;
44234;Tramacastiel;99522;;
44235;Tramacastilla;99508;;
44236;Tronchón;99506;;
44237;Urrea de Gaén;99491;;
44238;Utrillas;99502;;
44239;Valacloche;99522;;
44240;Valbona;99504;;
44241;Valdealgorfa;99505;;
44243;Valdecuenca;99508;;
44244;Valdelinares;99504;;
44245;Valdeltormo;99507;;
44246;Valderrobres;99507;;
44247;Valjunquera;99507;;
44249;Vallecillo, El;99508;;
44250;Veguillas de la Sierra;99522;;
44251;Villafranca del Campo;99525;;
44252;Villahermosa del Campo;99525;;
44256;Villanueva del Rebollar de la Sierra;99502;;
44257;Villar del Cobo;99508;;
44258;Villar del Salz;99525;;
44260;Villarluengo;99506;;
44261;Villarquemado;99522;;
44262;Villarroya de los Pinares;99506;;
44263;Villastar;99522;;
44264;Villel;99522;;
44265;Vinaceite;99491;;
44266;Visiedo;99522;;
44267;Vivel del Río Martín;99502;;
44268;Zoma, La;99502;;
45001;Ajofrín;99406;;
45002;Alameda de la Sagra;99406;;
45003;Albarreal de Tajo;99406;;
45004;Alcabón;99406;;
45005;Alcañizo;99406;;
45006;Alcaudete de la Jara;99406;;
45007;Alcolea de Tajo;99406;;
45008;Aldea en Cabo;99406;;
45009;Aldeanueva de Barbarroya;99406;;
45010;Aldeanueva de San Bartolomé;99406;;
45011;Almendral de la Cañada;99406;;
45012;Almonacid de Toledo;99406;;
45013;Almorox;99406;;
45014;Añover de Tajo;99406;;
45015;Arcicóllar;99406;;
45016;Argés;99406;;
45017;Azután;99406;;
45018;Barcience;99406;;
45019;Bargas;99406;;
45020;Belvís de la Jara;99406;;
45021;Borox;99406;;
45022;Buenaventura;99406;;
45023;Burguillos de Toledo;99406;;
45024;Burujón;99406;;
45025;Cabañas de la Sagra;99406;;
45026;Cabañas de Yepes;99406;;
45027;Cabezamesada;99406;;
45028;Calera y Chozas;99406;;
45029;Caleruela;99406;;
45030;Calzada de Oropesa;99406;;
45031;Camarena;99406;;
45032;Camarenilla;99406;;
45033;Campillo de la Jara, El;99406;;
45034;Camuñas;99406;;
45035;Cardiel de los Montes;99406;;
45036;Carmena;99406;;
45037;Carpio de Tajo, El;99406;;
45038;Carranque;99406;;
45039;Carriches;99406;;
45040;Casar de Escalona, El;99406;;
45041;Casarrubios del Monte;99406;;
45042;Casasbuenas;99406;;
45043;Castillo de Bayuela;99406;;
45045;Cazalegas;99406;;
45046;Cebolla;99406;;
45047;Cedillo del Condado;99406;;
45048;Cerralbos, Los;99406;;
45049;Cervera de los Montes;99406;;
45050;Ciruelos;99406;;
45051;Cobeja;99406;;
45052;Cobisa;99406;;
45053;Consuegra;99406;;
45054;Corral de Almaguer;99406;;
45055;Cuerva;99406;;
45056;Chozas de Canales;99406;;
45057;Chueca;99406;;
45058;Domingo Pérez;99406;;
45059;Dosbarrios;99406;;
45060;Erustes;99406;;
45061;Escalona;99406;;
45062;Escalonilla;99406;;
45063;Espinoso del Rey;99406;;
45064;Esquivias;99406;;
45065;Estrella, La;99406;;
45066;Fuensalida;99406;;
45067;Gálvez;99406;;
45068;Garciotum;99406;;
45069;Gerindote;99406;;
45070;Guadamur;99406;;
45071;Guardia, La;99406;;
45072;Herencias, Las;99406;;
45073;Herreruela de Oropesa;99406;;
45074;Hinojosa de San Vicente;99406;;
45075;Hontanar;99406;;
45076;Hormigos;99406;;
45077;Huecas;99406;;
45078;Huerta de Valdecarábanos;99406;;
45079;Iglesuela, La;99406;;
45080;Illán de Vacas;99406;;
45081;Illescas;99406;;
45082;Lagartera;99406;;
45083;Layos;99406;;
45084;Lillo;99406;;
45085;Lominchar;99406;;
45086;Lucillos;99406;;
45087;Madridejos;99406;;
45088;Magán;99406;;
45089;Malpica de Tajo;99406;;
45090;Manzaneque;99406;;
45091;Maqueda;99406;;
45092;Marjaliza;99406;;
45093;Marrupe;99406;;
45094;Mascaraque;99406;;
45095;Mata, La;99406;;
45096;Mazarambroz;99406;;
45097;Mejorada;99406;;
45098;Menasalbas;99406;;
45099;Méntrida;99406;;
45100;Mesegar de Tajo;99406;;
45101;Miguel Esteban;99409;;
45102;Mocejón;99406;;
45103;Mohedas de la Jara;99406;;
45104;Montearagón;99406;;
45105;Montesclaros;99406;;
45106;Mora;99406;;
45107;Nambroca;99406;;
45108;Nava de Ricomalillo, La;99406;;
45109;Navahermosa;99406;;
45110;Navalcán;99406;;
45111;Navalmoralejo;99406;;
45112;Navalmorales, Los;99406;;
45113;Navalucillos, Los;99406;;
45114;Navamorcuende;99406;;
45115;Noblejas;99406;;
45116;Noez;99406;;
45117;Nombela;99406;;
45118;Novés;99406;;
45119;Numancia de la Sagra;99406;;
45120;Nuño Gómez;99406;;
45121;Ocaña;45121;;
45122;Olías del Rey;99406;;
45123;Ontígola;99406;;
45124;Orgaz;99406;;
45125;Oropesa;99406;;
45126;Otero;99406;;
45127;Palomeque;99406;;
45128;Pantoja;99406;;
45129;Paredes de Escalona;99406;;
45130;Parrillas;99406;;
45131;Pelahustán;99406;;
45132;Pepino;99406;;
45133;Polán;99406;;
45134;Portillo de Toledo;99406;;
45135;Puebla de Almoradiel, La;99409;;
45136;Puebla de Montalbán, La;99406;;
45137;Pueblanueva, La;99406;;
45138;Puente del Arzobispo, El;99406;;
45139;Puerto de San Vicente;99406;;
45140;Pulgar;99406;;
45141;Quero;99409;;
45142;Quintanar de la Orden;99409;;
45143;Quismondo;99406;;
45144;Real de San Vicente, El;99406;;
45145;Recas;99406;;
45146;Retamoso de la Jara;99406;;
45147;Rielves;99406;;
45148;Robledo del Mazo;99406;;
45149;Romeral, El;99406;;
45150;San Bartolomé de las Abiertas;99406;;
45151;San Martín de Montalbán;99406;;
45152;San Martín de Pusa;99406;;
45153;San Pablo de los Montes;99406;;
45154;San Román de los Montes;99406;;
45155;Santa Ana de Pusa;99406;;
45156;Santa Cruz de la Zarza;99406;;
45157;Santa Cruz del Retamar;99406;;
45158;Santa Olalla;99406;;
45159;Sartajada;99406;;
45160;Segurilla;99406;;
45161;Seseña;99406;;
45162;Sevilleja de la Jara;99406;;
45163;Sonseca;99406;;
45164;Sotillo de las Palomas;99406;;
45165;Talavera de la Reina;45165;;
45166;Tembleque;99406;;
45167;Toboso, El;99409;;
45168;Toledo;45168;;
45169;Torralba de Oropesa;99406;;
45170;Torrecilla de la Jara;99406;;
45171;Torre de Esteban Hambrán, La;99406;;
45172;Torrico;99406;;
45173;Torrijos;99406;;
45174;Totanés;99406;;
45175;Turleque;99406;;
45176;Ugena;99406;;
45177;Urda;99406;;
45179;Valdeverdeja;99406;;
45180;Valmojado;99406;;
45181;Velada;99406;;
45182;Ventas con Peña Aguilera, Las;99406;;
45183;Ventas de Retamosa, Las;99406;;
45184;Ventas de San Julián, Las;99406;;
45185;Villacañas;99409;;
45186;Villa de Don Fadrique, La;99406;;
45187;Villafranca de los Caballeros;99409;;
45188;Villaluenga de la Sagra;99406;;
45189;Villamiel de Toledo;99406;;
45190;Villaminaya;99406;;
45191;Villamuelas;99406;;
45192;Villanueva de Alcardete;99406;;
45193;Villanueva de Bogas;99406;;
45194;Villarejo de Montalbán;99406;;
45195;Villarrubia de Santiago;99406;;
45196;Villaseca de la Sagra;99406;;
45197;Villasequilla;99406;;
45198;Villatobas;99406;;
45199;Viso de San Juan, El;99406;;
45200;Yébenes, Los;99406;;
45201;Yeles;99406;;
45202;Yepes;99406;;
45203;Yuncler;99406;;
45204;Yunclillos;99406;;
45205;Yuncos;99406;;
45901;Santo Domingo-Caudilla;99406;;
46001;Ademuz;99529;;
46002;Ador;46002;;
46003;Atzeneta d`Albaida;46003;;
46004;Agullent;46004;;
46005;Alaquàs;46005;;
46006;Albaida;46006;;
46007;Albal;46007;;
46008;Albalat de la Ribera;46008;;
46009;Albalat dels Sorells;46009;;
46010;Albalat dels Tarongers;99533;;
46011;Alberic;46011;;
46012;Alborache;99529;;
46013;Alboraya;46013;;
46014;Albuixech;46014;;
46015;Alcàsser;46015;;
46016;Alcàntera de Xúquer;46016;;
46017;Alzira;46017;;
46018;Alcublas;99529;;
46019;Alcúdia, l`;46019;;
46020;Alcúdia de Crespins, l`;46020;;
46021;Aldaia;46021;;
46022;Alfafar;46022;;
46023;Alfauir;46023;;
46024;Alfara de la Baronia;99533;;
46025;Alfara del Patriarca **;46025;;
46026;Alfarp;46026;;
46027;Alfarrasí;46027;;
46028;Algar de Palancia;99533;;
46029;Algemesí;46029;;
46030;Algimia de Alfara;99533;;
46031;Alginet;46031;;
46032;Almàssera;46032;;
46033;Almiserà;46033;;
46034;Almoines;46034;;
46035;Almussafes;46035;;
46036;Alpuente;99529;;
46037;Alqueria de la Comtessa, l`;46037;;
46038;Andilla;99529;;
46039;Anna;46039;;
46040;Antella;46040;;
46041;Aras de los Olmos;99529;;
46042;Aielo de Malferit;46042;;
46043;Aielo de Rugat;46043;;
46044;Ayora;46044;;
46045;Barxeta;46045;;
46046;Barx;46046;;
46047;Bèlgida;46047;;
46048;Bellreguard;46048;;
46049;Bellús;46049;;
46050;Benagéber;99529;;
46051;Benaguasil;99529;;
46052;Benavites;46052;;
46053;Beneixida;46053;;
46054;Benetússer;46054;;
46055;Beniarjó;46055;;
46056;Beniatjar;46056;;
46057;Benicolet;46057;;
46058;Benifairó de les Valls;46058;;
46059;Benifairó de la Valldigna;46059;;
46060;Benifaió;46060;;
46061;Beniflá;46061;;
46062;Benigànim;46062;;
46063;Benimodo;46063;;
46064;Benimuslem;46064;;
46065;Beniparrell **;46065;;
46066;Benirredrà;46066;;
46067;Benisanó;99529;;
46068;Benissoda;46068;;
46069;Benisuera;46069;;
46070;Bétera;99529;;
46071;Bicorp;46071;;
46072;Bocairent;46072;;
46073;Bolbaite;46073;;
46074;Bonrepòs i Mirambell;46074;;
46075;Bufali;46075;;
46076;Bugarra;99529;;
46077;Buñol;99529;;
46078;Burjassot;46078;;
46079;Calles;99529;;
46080;Camporrobles;99529;;
46081;Canals;46081;;
46082;Canet d`En Berenguer;46082;;
46083;Carcaixent;46083;;
46084;Càrcer;46084;;
46085;Carlet;46085;;
46086;Carrícola;46086;;
46087;Casas Altas;99529;;
46088;Casas Bajas;99529;;
46089;Casinos;99529;;
46090;Castelló de Rugat;46090;;
46091;Castellonet de la Conquesta;46091;;
46092;Castielfabib;99529;;
46093;Catadau;46093;;
46094;Catarroja;46094;;
46095;Caudete de las Fuentes;99529;;
46096;Cerdà;46096;;
46097;Cofrentes;46097;;
46098;Corbera;46098;;
46099;Cortes de Pallás;99529;;
46100;Cotes;46100;;
46101;Quart de les Valls;46101;;
46102;Quart de Poblet;46102;;
46103;Quartell;46103;;
46104;Quatretonda;46104;;
46105;Cullera;46105;;
46106;Chelva;99529;;
46107;Chella;46107;;
46108;Chera;99529;;
46109;Cheste;99529;;
46110;Xirivella;46110;;
46111;Chiva;99529;;
46112;Chulilla;46112;;
46113;Daimús;46113;;
46114;Domeño;99529;;
46115;Dos Aguas;46115;;
46116;Eliana, l`;99529;;
46117;Emperador;46117;;
46118;Enguera;46118;;
46119;Ènova, l`;46119;;
46120;Estivella;99533;;
46121;Estubeny;46121;;
46122;Faura;46122;;
46123;Favara;46123;;
46124;Fontanars dels Alforins;46124;;
46125;Fortaleny;46125;;
46126;Foios;46126;;
46127;Font d`En Carròs, la;46127;;
46128;Font de la Figuera, la;46128;;
46129;Fuenterrobles;99529;;
46130;Gavarda;46130;;
46131;Gandia;46131;;
46132;Genovés;46132;;
46133;Gestalgar;99529;;
46134;Gilet;99533;;
46135;Godella;46135;;
46136;Godelleta;99529;;
46137;Granja de la Costera, la;46137;;
46138;Guadasséquies;46138;;
46139;Guadassuar;46139;;
46140;Guardamar de la Safor;46140;;
46141;Higueruelas;46141;;
46142;Jalance;46142;;
46143;Xeraco;46143;;
46144;Jarafuel;46144;;
46145;Xàtiva;46145;;
46146;Xeresa;46146;;
46147;Llíria;99529;;
46148;Loriguilla;99529;;
46149;Losa del Obispo;99529;;
46150;Llutxent;46150;;
46151;Llocnou d`En Fenollet;46151;;
46152;Llocnou de la Corona;46152;;
46153;Llocnou de Sant Jeroni;46153;;
46154;Llanera de Ranes;46154;;
46155;Llaurí;46155;;
46156;Llombai;46156;;
46157;Llosa de Ranes, la;46157;;
46158;Macastre;99529;;
46159;Manises;46159;;
46160;Manuel;46160;;
46161;Marines;99529;;
46162;Massalavés;46162;;
46163;Massalfassar;46163;;
46164;Massamagrell;46164;;
46165;Massanassa;46165;;
46166;Meliana;46166;;
46167;Millares;99529;;
46168;Miramar;46168;;
46169;Mislata;46169;;
46170;Mogente/Moixent;46170;;
46171;Moncada;46171;;
46172;Montserrat;46172;;
46173;Montaverner;46173;;
46174;Montesa;46174;;
46175;Montitxelvo/Montichelvo;46175;;
46176;Montroy;46176;;
46177;Museros;46177;;
46178;Náquera;99529;;
46179;Navarrés;46179;;
46180;Novelé/Novetlè;46180;;
46181;Oliva;46181;;
46182;Olocau;99529;;
46183;Olleria, l`;46183;;
46184;Ontinyent;46184;;
46185;Otos;46185;;
46186;Paiporta;46186;;
46187;Palma de Gandía;46187;;
46188;Palmera;46188;;
46189;Palomar, el;46189;;
46190;Paterna;46190;;
46191;Pedralba;99529;;
46192;Petrés;99533;;
46193;Picanya;46193;;
46194;Picassent;46194;;
46195;Piles;46195;;
46196;Pinet;46196;;
46197;Polinyà de Xúquer;46197;;
46198;Potríes;46198;;
46199;Pobla de Farnals, la;46199;;
46200;Pobla del Duc, la;46200;;
46201;Puebla de San Miguel;99529;;
46202;Pobla de Vallbona, la;99529;;
46203;Pobla Llarga, la;46203;;
46204;Puig de Santa Maria, el;46204;;
46205;Puçol;46205;;
46206;Quesa;46206;;
46207;Rafelbunyol;46207;;
46208;Rafelcofer;46208;;
46209;Rafelguaraf;46209;;
46210;Ráfol de Salem;46210;;
46211;Real de Gandía;46211;;
46212;Real;46212;;
46213;Requena;99529;;
46214;Riba-roja de Túria;99529;;
46215;Riola;46215;;
46216;Rocafort;46216;;
46217;Rotglà i Corberà;46217;;
46218;Rótova;46218;;
46219;Rugat;46219;;
46220;Sagunto/Sagunt;46220;;
46221;Salem;46221;;
46222;Sant Joanet;46222;;
46223;Sedaví;46223;;
46224;Segart;99533;;
46225;Sellent;46225;;
46226;Sempere;46226;;
46227;Senyera;46227;;
46228;Serra;99529;;
46229;Siete Aguas;99529;;
46230;Silla;46230;;
46231;Simat de la Valldigna;46231;;
46232;Sinarcas;99529;;
46233;Sollana;46233;;
46234;Sot de Chera;99529;;
46235;Sueca;46235;;
46236;Sumacàrcer;46236;;
46237;Tavernes Blanques;46237;;
46238;Tavernes de la Valldigna;46238;;
46239;Teresa de Cofrentes;46239;;
46240;Terrateig;46240;;
46241;Titaguas;46241;;
46242;Torrebaja;99529;;
46243;Torrella;46243;;
46244;Torrent;46244;;
46245;Torres Torres;99533;;
46246;Tous;46246;;
46247;Tuéjar;99529;;
46248;Turís;46248;;
46249;Utiel;99529;;
46250;Valencia;46250;;
46251;Vallada;46251;;
46252;Vallanca;99529;;
46253;Vallés;46253;;
46254;Venta del Moro;99529;;
46255;Villalonga;46255;;
46256;Vilamarxant;99529;;
46257;Villanueva de Castellón;46257;;
46258;Villar del Arzobispo;99529;;
46259;Villargordo del Cabriel;99529;;
46260;Vinalesa;46260;;
46261;Yátova;99529;;
46262;Yesa, La;99529;;
46263;Zarra;46263;;
46902;Gátova;99529;;
46903;San Antonio de Benagéber;46903;;
46904;Benicull de Xúquer;46904;;
47001;Adalia;99456;;
47002;Aguasal;99456;;
47003;Aguilar de Campos;99456;;
47004;Alaejos;99456;;
47005;Alcazarén;99456;;
47006;Aldea de San Miguel;99456;;
47007;Aldeamayor de San Martín;99456;;
47008;Almenara de Adaja;99456;;
47009;Amusquillo;99456;;
47010;Arroyo de la Encomienda;99456;;
47011;Ataquines;99456;;
47012;Bahabón;99456;;
47013;Barcial de la Loma;99456;;
47014;Barruelo del Valle;99456;;
47015;Becilla de Valderaduey;99456;;
47016;Benafarces;99456;;
47017;Bercero;99456;;
47018;Berceruelo;99456;;
47019;Berrueces;99456;;
47020;Bobadilla del Campo;99456;;
47021;Bocigas;99456;;
47022;Bocos de Duero;99456;;
47023;Boecillo;99456;;
47024;Bolaños de Campos;99456;;
47025;Brahojos de Medina;99456;;
47026;Bustillo de Chaves;99456;;
47027;Cabezón de Pisuerga;99456;;
47028;Cabezón de Valderaduey;99456;;
47029;Cabreros del Monte;99456;;
47030;Campaspero;99456;;
47031;Campillo, El;99456;;
47032;Camporredondo;99456;;
47033;Canalejas de Peñafiel;99456;;
47034;Canillas de Esgueva;99456;;
47035;Carpio;99456;;
47036;Casasola de Arión;99456;;
47037;Castrejón de Trabancos;99456;;
47038;Castrillo de Duero;99456;;
47039;Castrillo-Tejeriego;99456;;
47040;Castrobol;99456;;
47041;Castrodeza;99456;;
47042;Castromembibre;99456;;
47043;Castromonte;99456;;
47044;Castronuevo de Esgueva;99456;;
47045;Castronuño;99456;;
47046;Castroponce;99456;;
47047;Castroverde de Cerrato;99456;;
47048;Ceinos de Campos;99456;;
47049;Cervillego de la Cruz;99456;;
47050;Cigales;99456;;
47051;Ciguñuela;99456;;
47052;Cistérniga;47052;;
47053;Cogeces de Íscar;99456;;
47054;Cogeces del Monte;99456;;
47055;Corcos;99456;;
47056;Corrales de Duero;99456;;
47057;Cubillas de Santa Marta;99456;;
47058;Cuenca de Campos;99456;;
47059;Curiel de Duero;99456;;
47060;Encinas de Esgueva;99456;;
47061;Esguevillas de Esgueva;99456;;
47062;Fombellida;99456;;
47063;Fompedraza;99456;;
47064;Fontihoyuelo;99456;;
47065;Fresno el Viejo;99456;;
47066;Fuensaldaña;99456;;
47067;Fuente el Sol;99456;;
47068;Fuente-Olmedo;99456;;
47069;Gallegos de Hornija;99456;;
47070;Gatón de Campos;99456;;
47071;Geria;99456;;
47073;Herrín de Campos;99456;;
47074;Hornillos de Eresma;99456;;
47075;Íscar;99456;;
47076;Laguna de Duero;99456;;
47077;Langayo;99456;;
47078;Lomoviejo;99456;;
47079;Llano de Olmedo;99456;;
47080;Manzanillo;99456;;
47081;Marzales;99456;;
47082;Matapozuelos;99456;;
47083;Matilla de los Caños;99456;;
47084;Mayorga;99456;;
47085;Medina del Campo;99456;;
47086;Medina de Rioseco;99456;;
47087;Megeces;99456;;
47088;Melgar de Abajo;99456;;
47089;Melgar de Arriba;99456;;
47090;Mojados;99456;;
47091;Monasterio de Vega;99456;;
47092;Montealegre de Campos;99456;;
47093;Montemayor de Pililla;99456;;
47094;Moral de la Reina;99456;;
47095;Moraleja de las Panaderas;99456;;
47096;Morales de Campos;99456;;
47097;Mota del Marqués;99456;;
47098;Mucientes;99456;;
47099;Mudarra, La;99456;;
47100;Muriel;99456;;
47101;Nava del Rey;99456;;
47102;Nueva Villa de las Torres;99456;;
47103;Olivares de Duero;99456;;
47104;Olmedo;99456;;
47105;Olmos de Esgueva;99456;;
47106;Olmos de Peñafiel;99456;;
47109;Palazuelo de Vedija;99456;;
47110;Parrilla, La;99456;;
47111;Pedraja de Portillo, La;99456;;
47112;Pedrajas de San Esteban;99456;;
47113;Pedrosa del Rey;99456;;
47114;Peñafiel;99456;;
47115;Peñaflor de Hornija;99456;;
47116;Pesquera de Duero;99456;;
47117;Piña de Esgueva;99456;;
47118;Piñel de Abajo;99456;;
47119;Piñel de Arriba;99456;;
47121;Pollos;99456;;
47122;Portillo;99456;;
47123;Pozal de Gallinas;99456;;
47124;Pozaldez;99456;;
47125;Pozuelo de la Orden;99456;;
47126;Puras;99456;;
47127;Quintanilla de Arriba;99456;;
47128;Quintanilla del Molar;99456;;
47129;Quintanilla de Onésimo;99456;;
47130;Quintanilla de Trigueros;99456;;
47131;Rábano;99456;;
47132;Ramiro;99456;;
47133;Renedo de Esgueva;99456;;
47134;Roales de Campos;99456;;
47135;Robladillo;99456;;
